NO,N03_007,N03_001,N03_002,N03_003,N03_004,city_name,枚数合計
1475,33623,岡山県,,勝田郡,奈義町,岡山県奈義町,0
1476,33643,岡山県,,英田郡,西粟倉村,岡山県西粟倉村,0
1477,33663,岡山県,,久米郡,久米南町,岡山県久米南町,0
1478,33666,岡山県,,久米郡,美咲町,岡山県美咲町,0
1479,33681,岡山県,,加賀郡,吉備中央町,岡山県吉備中央町,0
1480,34101,広島県,,広島市,広島市中区,広島県広島市中区,0
1481,34102,広島県,,広島市,広島市東区,広島県広島市東区,0
1482,34103,広島県,,広島市,広島市南区,広島県広島市南区,0
1483,34104,広島県,,広島市,広島市西区,広島県広島市西区,0
1484,34105,広島県,,広島市,広島市安佐南区,広島県広島市安佐南区,0
1485,34106,広島県,,広島市,広島市安佐北区,広島県広島市安佐北区,0
1486,34107,広島県,,広島市,広島市安芸区,広島県広島市安芸区,0
1487,34108,広島県,,広島市,広島市佐伯区,広島県広島市佐伯区,0
1488,34202,広島県,,,呉市,広島県呉市,0
1489,34203,広島県,,,竹原市,広島県竹原市,0
1490,34204,広島県,,,三原市,広島県三原市,0
1491,34205,広島県,,,尾道市,広島県尾道市,0
1492,34207,広島県,,,福山市,広島県福山市,0
1493,34208,広島県,,,府中市,広島県府中市,0
1494,34209,広島県,,,三次市,広島県三次市,0
1495,34210,広島県,,,庄原市,広島県庄原市,0
1496,34211,広島県,,,大竹市,広島県大竹市,0
1497,34212,広島県,,,東広島市,広島県東広島市,0
1498,34213,広島県,,,廿日市市,広島県廿日市市,0
1499,34214,広島県,,,安芸高田市,広島県安芸高田市,0
1500,34215,広島県,,,江田島市,広島県江田島市,0
1501,34302,広島県,,安芸郡,府中町,広島県府中町,0
1502,34304,広島県,,安芸郡,海田町,広島県海田町,0
1503,34307,広島県,,安芸郡,熊野町,広島県熊野町,0
1504,34309,広島県,,安芸郡,坂町,広島県坂町,0
1505,34368,広島県,,山県郡,安芸太田町,広島県安芸太田町,0
1506,34369,広島県,,山県郡,北広島町,広島県北広島町,0
1507,34431,広島県,,豊田郡,大崎上島町,広島県大崎上島町,0
1508,34462,広島県,,世羅郡,世羅町,広島県世羅町,0
1509,34545,広島県,,神石郡,神石高原町,広島県神石高原町,0
1510,35201,山口県,,,下関市,山口県下関市,0
1511,35202,山口県,,,宇部市,山口県宇部市,0
1512,35203,山口県,,,山口市,山口県山口市,0
1513,35204,山口県,,,萩市,山口県萩市,0
1514,35206,山口県,,,防府市,山口県防府市,0
1515,35207,山口県,,,下松市,山口県下松市,0
1516,35208,山口県,,,岩国市,山口県岩国市,0
1517,35210,山口県,,,光市,山口県光市,0
1518,35211,山口県,,,長門市,山口県長門市,0
1519,35212,山口県,,,柳井市,山口県柳井市,0
1520,35213,山口県,,,美祢市,山口県美祢市,0
1521,35215,山口県,,,周南市,山口県周南市,0
1522,35216,山口県,,,山陽小野田市,山口県山陽小野田市,0
1523,35305,山口県,,大島郡,周防大島町,山口県周防大島町,0
1524,35321,山口県,,玖珂郡,和木町,山口県和木町,0
1525,35341,山口県,,熊毛郡,上関町,山口県上関町,0
1526,35343,山口県,,熊毛郡,田布施町,山口県田布施町,0
1527,35344,山口県,,熊毛郡,平生町,山口県平生町,0
1528,35502,山口県,,阿武郡,阿武町,山口県阿武町,0
1529,36201,徳島県,,,徳島市,徳島県徳島市,0
1530,36202,徳島県,,,鳴門市,徳島県鳴門市,0
1531,36203,徳島県,,,小松島市,徳島県小松島市,0
1532,36204,徳島県,,,阿南市,徳島県阿南市,0
1533,36205,徳島県,,,吉野川市,徳島県吉野川市,0
1534,36206,徳島県,,,阿波市,徳島県阿波市,0
1535,36207,徳島県,,,美馬市,徳島県美馬市,0
1536,36208,徳島県,,,三好市,徳島県三好市,0
1537,36301,徳島県,,勝浦郡,勝浦町,徳島県勝浦町,0
1538,36302,徳島県,,勝浦郡,上勝町,徳島県上勝町,0
1539,36321,徳島県,,名東郡,佐那河内村,徳島県佐那河内村,0
1540,36341,徳島県,,名西郡,石井町,徳島県石井町,0
1541,36342,徳島県,,名西郡,神山町,徳島県神山町,0
1542,36368,徳島県,,那賀郡,那賀町,徳島県那賀町,0
1543,36383,徳島県,,海部郡,牟岐町,徳島県牟岐町,0
1544,36387,徳島県,,海部郡,美波町,徳島県美波町,0
1545,36388,徳島県,,海部郡,海陽町,徳島県海陽町,0
1546,36401,徳島県,,板野郡,松茂町,徳島県松茂町,0
1547,36402,徳島県,,板野郡,北島町,徳島県北島町,0
1548,36403,徳島県,,板野郡,藍住町,徳島県藍住町,0
1549,36404,徳島県,,板野郡,板野町,徳島県板野町,0
1550,36405,徳島県,,板野郡,上板町,徳島県上板町,0
1551,36468,徳島県,,美馬郡,つるぎ町,徳島県つるぎ町,0
1552,36489,徳島県,,三好郡,東みよし町,徳島県東みよし町,0
1553,37201,香川県,,,高松市,香川県高松市,0
1554,37202,香川県,,,丸亀市,香川県丸亀市,0
1555,37203,香川県,,,坂出市,香川県坂出市,0
1556,37204,香川県,,,善通寺市,香川県善通寺市,0
1557,37205,香川県,,,観音寺市,香川県観音寺市,0
1558,37206,香川県,,,さぬき市,香川県さぬき市,0
1559,37207,香川県,,,東かがわ市,香川県東かがわ市,0
1560,37208,香川県,,,三豊市,香川県三豊市,0
1561,37322,香川県,,小豆郡,土庄町,香川県土庄町,0
1562,37324,香川県,,小豆郡,小豆島町,香川県小豆島町,0
1563,37341,香川県,,木田郡,三木町,香川県三木町,0
1564,37364,香川県,,香川郡,直島町,香川県直島町,0
1565,37386,香川県,,綾歌郡,宇多津町,香川県宇多津町,0
1566,37387,香川県,,綾歌郡,綾川町,香川県綾川町,0
1567,37403,香川県,,仲多度郡,琴平町,香川県琴平町,0
1568,37404,香川県,,仲多度郡,多度津町,香川県多度津町,0
1569,37406,香川県,,仲多度郡,まんのう町,香川県まんのう町,0
1570,38201,愛媛県,,,松山市,愛媛県松山市,0
1571,38202,愛媛県,,,今治市,愛媛県今治市,0
1572,38203,愛媛県,,,宇和島市,愛媛県宇和島市,0
1573,38204,愛媛県,,,八幡浜市,愛媛県八幡浜市,0
1574,38205,愛媛県,,,新居浜市,愛媛県新居浜市,0
1575,38206,愛媛県,,,西条市,愛媛県西条市,0
1576,38207,愛媛県,,,大洲市,愛媛県大洲市,0
1577,38210,愛媛県,,,伊予市,愛媛県伊予市,0
1578,38213,愛媛県,,,四国中央市,愛媛県四国中央市,0
1579,38214,愛媛県,,,西予市,愛媛県西予市,0
1580,38215,愛媛県,,,東温市,愛媛県東温市,0
1581,38356,愛媛県,,越智郡,上島町,愛媛県上島町,0
1582,38386,愛媛県,,上浮穴郡,久万高原町,愛媛県久万高原町,0
1583,38401,愛媛県,,伊予郡,松前町,愛媛県松前町,0
1584,38402,愛媛県,,伊予郡,砥部町,愛媛県砥部町,0
1585,38422,愛媛県,,喜多郡,内子町,愛媛県内子町,0
1586,38442,愛媛県,,西宇和郡,伊方町,愛媛県伊方町,0
1587,38484,愛媛県,,北宇和郡,松野町,愛媛県松野町,0
1588,38488,愛媛県,,北宇和郡,鬼北町,愛媛県鬼北町,0
1589,38506,愛媛県,,南宇和郡,愛南町,愛媛県愛南町,0
1590,39201,高知県,,,高知市,高知県高知市,0
1591,39202,高知県,,,室戸市,高知県室戸市,0
1592,39203,高知県,,,安芸市,高知県安芸市,0
1593,39204,高知県,,,南国市,高知県南国市,0
1594,39205,高知県,,,土佐市,高知県土佐市,0
1595,39206,高知県,,,須崎市,高知県須崎市,0
1596,39208,高知県,,,宿毛市,高知県宿毛市,0
1597,39209,高知県,,,土佐清水市,高知県土佐清水市,0
1598,39210,高知県,,,四万十市,高知県四万十市,0
1599,39211,高知県,,,香南市,高知県香南市,0
1600,39212,高知県,,,香美市,高知県香美市,0
1601,39301,高知県,,安芸郡,東洋町,高知県東洋町,0
1602,39302,高知県,,安芸郡,奈半利町,高知県奈半利町,0
1603,39303,高知県,,安芸郡,田野町,高知県田野町,0
1604,39304,高知県,,安芸郡,安田町,高知県安田町,0
1605,39305,高知県,,安芸郡,北川村,高知県北川村,0
1606,39306,高知県,,安芸郡,馬路村,高知県馬路村,0
1607,39307,高知県,,安芸郡,芸西村,高知県芸西村,0
1608,39341,高知県,,長岡郡,本山町,高知県本山町,0
1609,39344,高知県,,長岡郡,大豊町,高知県大豊町,0
1610,39363,高知県,,土佐郡,土佐町,高知県土佐町,0
1611,39364,高知県,,土佐郡,大川村,高知県大川村,0
1612,39386,高知県,,吾川郡,いの町,高知県いの町,0
1613,39387,高知県,,吾川郡,仁淀川町,高知県仁淀川町,0
1614,39401,高知県,,高岡郡,中土佐町,高知県中土佐町,0
1615,39402,高知県,,高岡郡,佐川町,高知県佐川町,0
1616,39403,高知県,,高岡郡,越知町,高知県越知町,0
1617,39405,高知県,,高岡郡,檮原町,高知県檮原町,0
1618,39410,高知県,,高岡郡,日高村,高知県日高村,0
1619,39411,高知県,,高岡郡,津野町,高知県津野町,0
1620,39412,高知県,,高岡郡,四万十町,高知県四万十町,0
1621,39424,高知県,,幡多郡,大月町,高知県大月町,0
1622,39427,高知県,,幡多郡,三原村,高知県三原村,0
1623,39428,高知県,,幡多郡,黒潮町,高知県黒潮町,0
1624,40101,福岡県,,北九州市,北九州市門司区,福岡県北九州市門司区,0
1625,40103,福岡県,,北九州市,北九州市若松区,福岡県北九州市若松区,0
1626,40105,福岡県,,北九州市,北九州市戸畑区,福岡県北九州市戸畑区,0
1627,40106,福岡県,,北九州市,北九州市小倉北区,福岡県北九州市小倉北区,0
1628,40107,福岡県,,北九州市,北九州市小倉南区,福岡県北九州市小倉南区,0
1629,40108,福岡県,,北九州市,北九州市八幡東区,福岡県北九州市八幡東区,0
1630,40109,福岡県,,北九州市,北九州市八幡西区,福岡県北九州市八幡西区,0
1631,40131,福岡県,,福岡市,福岡市東区,福岡県福岡市東区,0
1632,40132,福岡県,,福岡市,福岡市博多区,福岡県福岡市博多区,0
1633,40133,福岡県,,福岡市,福岡市中央区,福岡県福岡市中央区,0
1634,40134,福岡県,,福岡市,福岡市南区,福岡県福岡市南区,0
1635,40135,福岡県,,福岡市,福岡市西区,福岡県福岡市西区,0
1636,40136,福岡県,,福岡市,福岡市城南区,福岡県福岡市城南区,0
1637,40137,福岡県,,福岡市,福岡市早良区,福岡県福岡市早良区,0
1638,40202,福岡県,,,大牟田市,福岡県大牟田市,0
1639,40203,福岡県,,,久留米市,福岡県久留米市,0
1640,40204,福岡県,,,直方市,福岡県直方市,0
1641,40205,福岡県,,,飯塚市,福岡県飯塚市,0
1642,40206,福岡県,,,田川市,福岡県田川市,0
1643,40207,福岡県,,,柳川市,福岡県柳川市,0
1644,40210,福岡県,,,八女市,福岡県八女市,0
1645,40211,福岡県,,,筑後市,福岡県筑後市,0
1646,40212,福岡県,,,大川市,福岡県大川市,0
1647,40213,福岡県,,,行橋市,福岡県行橋市,0
1648,40214,福岡県,,,豊前市,福岡県豊前市,0
1649,40215,福岡県,,,中間市,福岡県中間市,0
1650,40216,福岡県,,,小郡市,福岡県小郡市,0
1651,40217,福岡県,,,筑紫野市,福岡県筑紫野市,0
1652,40218,福岡県,,,春日市,福岡県春日市,0
1653,40219,福岡県,,,大野城市,福岡県大野城市,0
1654,40220,福岡県,,,宗像市,福岡県宗像市,0
1655,40221,福岡県,,,太宰府市,福岡県太宰府市,0
1656,40223,福岡県,,,古賀市,福岡県古賀市,0
1657,40224,福岡県,,,福津市,福岡県福津市,0
1658,40225,福岡県,,,うきは市,福岡県うきは市,0
1659,40226,福岡県,,,宮若市,福岡県宮若市,0
1660,40227,福岡県,,,嘉麻市,福岡県嘉麻市,0
1661,40228,福岡県,,,朝倉市,福岡県朝倉市,0
1662,40229,福岡県,,,みやま市,福岡県みやま市,0
1663,40230,福岡県,,,糸島市,福岡県糸島市,0
1664,40231,福岡県,,,那珂川市,福岡県那珂川市,0
1665,40341,福岡県,,糟屋郡,宇美町,福岡県宇美町,0
1666,40342,福岡県,,糟屋郡,篠栗町,福岡県篠栗町,0
1667,40343,福岡県,,糟屋郡,志免町,福岡県志免町,0
1668,40344,福岡県,,糟屋郡,須恵町,福岡県須恵町,0
1669,40345,福岡県,,糟屋郡,新宮町,福岡県新宮町,0
1670,40348,福岡県,,糟屋郡,久山町,福岡県久山町,0
1671,40349,福岡県,,糟屋郡,粕屋町,福岡県粕屋町,0
1672,40381,福岡県,,遠賀郡,芦屋町,福岡県芦屋町,0
1673,40382,福岡県,,遠賀郡,水巻町,福岡県水巻町,0
1674,40383,福岡県,,遠賀郡,岡垣町,福岡県岡垣町,0
1675,40384,福岡県,,遠賀郡,遠賀町,福岡県遠賀町,0
1676,40401,福岡県,,鞍手郡,小竹町,福岡県小竹町,0
1677,40402,福岡県,,鞍手郡,鞍手町,福岡県鞍手町,0
1678,40421,福岡県,,嘉穂郡,桂川町,福岡県桂川町,0
1679,40447,福岡県,,朝倉郡,筑前町,福岡県筑前町,0
1680,40448,福岡県,,朝倉郡,東峰村,福岡県東峰村,0
1681,40503,福岡県,,三井郡,大刀洗町,福岡県大刀洗町,0
1682,40522,福岡県,,三潴郡,大木町,福岡県大木町,0
1683,40544,福岡県,,八女郡,広川町,福岡県広川町,0
1684,40601,福岡県,,田川郡,香春町,福岡県香春町,0
1685,40602,福岡県,,田川郡,添田町,福岡県添田町,0
1686,40604,福岡県,,田川郡,糸田町,福岡県糸田町,0
1687,40605,福岡県,,田川郡,川崎町,福岡県川崎町,0
1688,40608,福岡県,,田川郡,大任町,福岡県大任町,0
1689,40609,福岡県,,田川郡,赤村,福岡県赤村,0
1690,40610,福岡県,,田川郡,福智町,福岡県福智町,0
1691,40621,福岡県,,京都郡,苅田町,福岡県苅田町,0
1692,40625,福岡県,,京都郡,みやこ町,福岡県みやこ町,0
1693,40642,福岡県,,築上郡,吉富町,福岡県吉富町,0
1694,40646,福岡県,,築上郡,上毛町,福岡県上毛町,0
1695,40647,福岡県,,築上郡,築上町,福岡県築上町,0
1696,40801,福岡県,,,羽島,福岡県羽島,0
1697,41201,佐賀県,,,佐賀市,佐賀県佐賀市,0
1698,41202,佐賀県,,,唐津市,佐賀県唐津市,0
1699,41203,佐賀県,,,鳥栖市,佐賀県鳥栖市,0
1700,41204,佐賀県,,,多久市,佐賀県多久市,0
1701,41205,佐賀県,,,伊万里市,佐賀県伊万里市,0
1702,41206,佐賀県,,,武雄市,佐賀県武雄市,0
1703,41207,佐賀県,,,鹿島市,佐賀県鹿島市,0
1704,41208,佐賀県,,,小城市,佐賀県小城市,0
1705,41209,佐賀県,,,嬉野市,佐賀県嬉野市,0
1706,41210,佐賀県,,,神埼市,佐賀県神埼市,0
1707,41327,佐賀県,,神埼郡,吉野ヶ里町,佐賀県吉野ヶ里町,0
1708,41341,佐賀県,,三養基郡,基山町,佐賀県基山町,0
1709,41345,佐賀県,,三養基郡,上峰町,佐賀県上峰町,0
1710,41346,佐賀県,,三養基郡,みやき町,佐賀県みやき町,0
1711,41387,佐賀県,,東松浦郡,玄海町,佐賀県玄海町,0
1712,41401,佐賀県,,西松浦郡,有田町,佐賀県有田町,0
1713,41423,佐賀県,,杵島郡,大町町,佐賀県大町町,0
1714,41424,佐賀県,,杵島郡,江北町,佐賀県江北町,0
1715,41425,佐賀県,,杵島郡,白石町,佐賀県白石町,0
1716,41441,佐賀県,,藤津郡,太良町,佐賀県太良町,0
1717,42201,長崎県,,,長崎市,長崎県長崎市,0
1718,42202,長崎県,,,佐世保市,長崎県佐世保市,0
1719,42203,長崎県,,,島原市,長崎県島原市,0
1720,42204,長崎県,,,諫早市,長崎県諫早市,0
1721,42205,長崎県,,,大村市,長崎県大村市,0
1722,42207,長崎県,,,平戸市,長崎県平戸市,0
1723,42208,長崎県,,,松浦市,長崎県松浦市,0
1724,42209,長崎県,,,対馬市,長崎県対馬市,0
1725,42210,長崎県,,,壱岐市,長崎県壱岐市,0
1726,42211,長崎県,,,五島市,長崎県五島市,0
1727,42212,長崎県,,,西海市,長崎県西海市,0
1728,42213,長崎県,,,雲仙市,長崎県雲仙市,0
1729,42214,長崎県,,,南島原市,長崎県南島原市,0
1730,42307,長崎県,,西彼杵郡,長与町,長崎県長与町,0
1731,42308,長崎県,,西彼杵郡,時津町,長崎県時津町,0
1732,42321,長崎県,,東彼杵郡,東彼杵町,長崎県東彼杵町,0
1733,42322,長崎県,,東彼杵郡,川棚町,長崎県川棚町,0
1734,42323,長崎県,,東彼杵郡,波佐見町,長崎県波佐見町,0
1735,42383,長崎県,,北松浦郡,小値賀町,長崎県小値賀町,0
1736,42391,長崎県,,北松浦郡,佐々町,長崎県佐々町,0
1737,42411,長崎県,,南松浦郡,新上五島町,長崎県新上五島町,0
1738,43101,熊本県,,熊本市,熊本市中央区,熊本県熊本市中央区,0
1739,43102,熊本県,,熊本市,熊本市東区,熊本県熊本市東区,0
1740,43103,熊本県,,熊本市,熊本市西区,熊本県熊本市西区,0
1741,43104,熊本県,,熊本市,熊本市南区,熊本県熊本市南区,0
1742,43105,熊本県,,熊本市,熊本市北区,熊本県熊本市北区,0
1743,43202,熊本県,,,八代市,熊本県八代市,0
1744,43203,熊本県,,,人吉市,熊本県人吉市,0
1745,43204,熊本県,,,荒尾市,熊本県荒尾市,0
1746,43205,熊本県,,,水俣市,熊本県水俣市,0
1747,43206,熊本県,,,玉名市,熊本県玉名市,0
1748,43208,熊本県,,,山鹿市,熊本県山鹿市,0
1749,43210,熊本県,,,菊池市,熊本県菊池市,0
1750,43211,熊本県,,,宇土市,熊本県宇土市,0
1751,43212,熊本県,,,上天草市,熊本県上天草市,0
1752,43213,熊本県,,,宇城市,熊本県宇城市,0
1753,43214,熊本県,,,阿蘇市,熊本県阿蘇市,0
1754,43215,熊本県,,,天草市,熊本県天草市,0
1755,43216,熊本県,,,合志市,熊本県合志市,0
1756,43348,熊本県,,下益城郡,美里町,熊本県美里町,0
1757,43364,熊本県,,玉名郡,玉東町,熊本県玉東町,0
1758,43367,熊本県,,玉名郡,南関町,熊本県南関町,0
1759,43368,熊本県,,玉名郡,長洲町,熊本県長洲町,0
1760,43369,熊本県,,玉名郡,和水町,熊本県和水町,0
1761,43403,熊本県,,菊池郡,大津町,熊本県大津町,0
1762,43404,熊本県,,菊池郡,菊陽町,熊本県菊陽町,0
1763,43423,熊本県,,阿蘇郡,南小国町,熊本県南小国町,0
1764,43424,熊本県,,阿蘇郡,小国町,熊本県小国町,0
1765,43425,熊本県,,阿蘇郡,産山村,熊本県産山村,0
1766,43428,熊本県,,阿蘇郡,高森町,熊本県高森町,0
1767,43432,熊本県,,阿蘇郡,西原村,熊本県西原村,0
1768,43433,熊本県,,阿蘇郡,南阿蘇村,熊本県南阿蘇村,0
1769,43441,熊本県,,上益城郡,御船町,熊本県御船町,0
1770,43442,熊本県,,上益城郡,嘉島町,熊本県嘉島町,0
1771,43443,熊本県,,上益城郡,益城町,熊本県益城町,0
1772,43444,熊本県,,上益城郡,甲佐町,熊本県甲佐町,0
1773,43447,熊本県,,上益城郡,山都町,熊本県山都町,0
1774,43468,熊本県,,八代郡,氷川町,熊本県氷川町,0
1775,43482,熊本県,,葦北郡,芦北町,熊本県芦北町,0
1776,43484,熊本県,,葦北郡,津奈木町,熊本県津奈木町,0
1777,43501,熊本県,,球磨郡,錦町,熊本県錦町,0
1778,43505,熊本県,,球磨郡,多良木町,熊本県多良木町,0
1779,43506,熊本県,,球磨郡,湯前町,熊本県湯前町,0
1780,43507,熊本県,,球磨郡,水上村,熊本県水上村,0
1781,43510,熊本県,,球磨郡,相良村,熊本県相良村,0
1782,43511,熊本県,,球磨郡,五木村,熊本県五木村,0
1783,43512,熊本県,,球磨郡,山江村,熊本県山江村,0
1784,43513,熊本県,,球磨郡,球磨村,熊本県球磨村,0
1785,43514,熊本県,,球磨郡,あさぎり町,熊本県あさぎり町,0
1786,43531,熊本県,,天草郡,苓北町,熊本県苓北町,0
1787,44201,大分県,,,大分市,大分県大分市,0
1788,44202,大分県,,,別府市,大分県別府市,0
1789,44203,大分県,,,中津市,大分県中津市,0
1790,44204,大分県,,,日田市,大分県日田市,0
1791,44205,大分県,,,佐伯市,大分県佐伯市,0
1792,44206,大分県,,,臼杵市,大分県臼杵市,0
1793,44207,大分県,,,津久見市,大分県津久見市,0
1794,44208,大分県,,,竹田市,大分県竹田市,0
1795,44209,大分県,,,豊後高田市,大分県豊後高田市,0
1796,44210,大分県,,,杵築市,大分県杵築市,0
1797,44211,大分県,,,宇佐市,大分県宇佐市,0
1798,44212,大分県,,,豊後大野市,大分県豊後大野市,0
1799,44213,大分県,,,由布市,大分県由布市,0
1800,44214,大分県,,,国東市,大分県国東市,0
1801,44322,大分県,,東国東郡,姫島村,大分県姫島村,0
1802,44341,大分県,,速見郡,日出町,大分県日出町,0
1803,44461,大分県,,玖珠郡,九重町,大分県九重町,0
1804,44462,大分県,,玖珠郡,玖珠町,大分県玖珠町,0
1805,45201,宮崎県,,,宮崎市,宮崎県宮崎市,0
1806,45202,宮崎県,,,都城市,宮崎県都城市,0
1807,45203,宮崎県,,,延岡市,宮崎県延岡市,0
1808,45204,宮崎県,,,日南市,宮崎県日南市,0
1809,45205,宮崎県,,,小林市,宮崎県小林市,0
1810,45206,宮崎県,,,日向市,宮崎県日向市,0
1811,45207,宮崎県,,,串間市,宮崎県串間市,0
1812,45208,宮崎県,,,西都市,宮崎県西都市,0
1813,45209,宮崎県,,,えびの市,宮崎県えびの市,0
1814,45341,宮崎県,,北諸県郡,三股町,宮崎県三股町,0
1815,45361,宮崎県,,西諸県郡,高原町,宮崎県高原町,0
1816,45382,宮崎県,,東諸県郡,国富町,宮崎県国富町,0
1817,45383,宮崎県,,東諸県郡,綾町,宮崎県綾町,0
1818,45401,宮崎県,,児湯郡,高鍋町,宮崎県高鍋町,0
1819,45402,宮崎県,,児湯郡,新富町,宮崎県新富町,0
1820,45403,宮崎県,,児湯郡,西米良村,宮崎県西米良村,0
1821,45404,宮崎県,,児湯郡,木城町,宮崎県木城町,0
1822,45405,宮崎県,,児湯郡,川南町,宮崎県川南町,0
1823,45406,宮崎県,,児湯郡,都農町,宮崎県都農町,0
1824,45421,宮崎県,,東臼杵郡,門川町,宮崎県門川町,0
1825,45429,宮崎県,,東臼杵郡,諸塚村,宮崎県諸塚村,0
1826,45430,宮崎県,,東臼杵郡,椎葉村,宮崎県椎葉村,0
1827,45431,宮崎県,,東臼杵郡,美郷町,宮崎県美郷町,0
1828,45441,宮崎県,,西臼杵郡,高千穂町,宮崎県高千穂町,0
1829,45442,宮崎県,,西臼杵郡,日之影町,宮崎県日之影町,0
1830,45443,宮崎県,,西臼杵郡,五ヶ瀬町,宮崎県五ヶ瀬町,0
1831,46201,鹿児島県,,,鹿児島市,鹿児島県鹿児島市,0
1832,46203,鹿児島県,,,鹿屋市,鹿児島県鹿屋市,0
1833,46204,鹿児島県,,,枕崎市,鹿児島県枕崎市,0
1834,46206,鹿児島県,,,阿久根市,鹿児島県阿久根市,0
1835,46208,鹿児島県,,,出水市,鹿児島県出水市,0
1836,46210,鹿児島県,,,指宿市,鹿児島県指宿市,0
1837,46213,鹿児島県,,,西之表市,鹿児島県西之表市,0
1838,46214,鹿児島県,,,垂水市,鹿児島県垂水市,0
1839,46215,鹿児島県,,,薩摩川内市,鹿児島県薩摩川内市,0
1840,46216,鹿児島県,,,日置市,鹿児島県日置市,0
1841,46217,鹿児島県,,,曽於市,鹿児島県曽於市,0
1842,46218,鹿児島県,,,霧島市,鹿児島県霧島市,0
1843,46219,鹿児島県,,,いちき串木野市,鹿児島県いちき串木野市,0
1844,46220,鹿児島県,,,南さつま市,鹿児島県南さつま市,0
1845,46221,鹿児島県,,,志布志市,鹿児島県志布志市,0
1846,46222,鹿児島県,,,奄美市,鹿児島県奄美市,0
1847,46223,鹿児島県,,,南九州市,鹿児島県南九州市,0
1848,46224,鹿児島県,,,伊佐市,鹿児島県伊佐市,0
1849,46225,鹿児島県,,,姶良市,鹿児島県姶良市,0
1850,46303,鹿児島県,,鹿児島郡,三島村,鹿児島県三島村,0
1851,46304,鹿児島県,,鹿児島郡,十島村,鹿児島県十島村,0
1852,46392,鹿児島県,,薩摩郡,さつま町,鹿児島県さつま町,0
1853,46404,鹿児島県,,出水郡,長島町,鹿児島県長島町,0
1854,46452,鹿児島県,,姶良郡,湧水町,鹿児島県湧水町,0
1855,46468,鹿児島県,,曽於郡,大崎町,鹿児島県大崎町,0
1856,46482,鹿児島県,,肝属郡,東串良町,鹿児島県東串良町,0
1857,46490,鹿児島県,,肝属郡,錦江町,鹿児島県錦江町,0
1858,46491,鹿児島県,,肝属郡,南大隅町,鹿児島県南大隅町,0
1859,46492,鹿児島県,,肝属郡,肝付町,鹿児島県肝付町,0
1860,46501,鹿児島県,,熊毛郡,中種子町,鹿児島県中種子町,0
1861,46502,鹿児島県,,熊毛郡,南種子町,鹿児島県南種子町,0
1862,46505,鹿児島県,,熊毛郡,屋久島町,鹿児島県屋久島町,0
1863,46523,鹿児島県,,大島郡,大和村,鹿児島県大和村,0
1864,46524,鹿児島県,,大島郡,宇検村,鹿児島県宇検村,0
1865,46525,鹿児島県,,大島郡,瀬戸内町,鹿児島県瀬戸内町,0
1866,46527,鹿児島県,,大島郡,龍郷町,鹿児島県龍郷町,0
1867,46529,鹿児島県,,大島郡,喜界町,鹿児島県喜界町,0
1868,46530,鹿児島県,,大島郡,徳之島町,鹿児島県徳之島町,0
1869,46531,鹿児島県,,大島郡,天城町,鹿児島県天城町,0
1870,46532,鹿児島県,,大島郡,伊仙町,鹿児島県伊仙町,0
1871,46533,鹿児島県,,大島郡,和泊町,鹿児島県和泊町,0
1872,46534,鹿児島県,,大島郡,知名町,鹿児島県知名町,0
1873,46535,鹿児島県,,大島郡,与論町,鹿児島県与論町,0
1874,46801,鹿児島県,,,鷹島（甑島南方）,鹿児島県鷹島（甑島南方）,0
1875,46802,鹿児島県,,,津倉瀬（宇治群島北東方）,鹿児島県津倉瀬（宇治群島北東方）,0
1876,47201,沖縄県,,,那覇市,沖縄県那覇市,0
1877,47205,沖縄県,,,宜野湾市,沖縄県宜野湾市,0
1878,47207,沖縄県,,,石垣市,沖縄県石垣市,0
1879,47208,沖縄県,,,浦添市,沖縄県浦添市,0
1880,47209,沖縄県,,,名護市,沖縄県名護市,0
1881,47210,沖縄県,,,糸満市,沖縄県糸満市,0
1882,47211,沖縄県,,,沖縄市,沖縄県沖縄市,0
1883,47212,沖縄県,,,豊見城市,沖縄県豊見城市,0
1884,47213,沖縄県,,,うるま市,沖縄県うるま市,0
1885,47214,沖縄県,,,宮古島市,沖縄県宮古島市,0
1886,47215,沖縄県,,,南城市,沖縄県南城市,0
1887,47301,沖縄県,,国頭郡,国頭村,沖縄県国頭村,0
1888,47302,沖縄県,,国頭郡,大宜味村,沖縄県大宜味村,0
1889,47303,沖縄県,,国頭郡,東村,沖縄県東村,0
1890,47306,沖縄県,,国頭郡,今帰仁村,沖縄県今帰仁村,0
1891,47308,沖縄県,,国頭郡,本部町,沖縄県本部町,0
1892,47311,沖縄県,,国頭郡,恩納村,沖縄県恩納村,0
1893,47313,沖縄県,,国頭郡,宜野座村,沖縄県宜野座村,0
1894,47314,沖縄県,,国頭郡,金武町,沖縄県金武町,0
1895,47315,沖縄県,,国頭郡,伊江村,沖縄県伊江村,0
1896,47324,沖縄県,,中頭郡,読谷村,沖縄県読谷村,0
1897,47325,沖縄県,,中頭郡,嘉手納町,沖縄県嘉手納町,0
1898,47326,沖縄県,,中頭郡,北谷町,沖縄県北谷町,0
1899,47327,沖縄県,,中頭郡,北中城村,沖縄県北中城村,0
1900,47328,沖縄県,,中頭郡,中城村,沖縄県中城村,0
1901,47329,沖縄県,,中頭郡,西原町,沖縄県西原町,0
