NO,N03_007,N03_001,N03_002,N03_003,N03_004,city_name,枚数合計
1902,47348,沖縄県,,島尻郡,与那原町,沖縄県与那原町,0
1903,47350,沖縄県,,島尻郡,南風原町,沖縄県南風原町,0
1904,47353,沖縄県,,島尻郡,渡嘉敷村,沖縄県渡嘉敷村,0
1905,47354,沖縄県,,島尻郡,座間味村,沖縄県座間味村,0
1906,47355,沖縄県,,島尻郡,粟国村,沖縄県粟国村,0
1907,47356,沖縄県,,島尻郡,渡名喜村,沖縄県渡名喜村,0
1908,47357,沖縄県,,島尻郡,南大東村,沖縄県南大東村,0
1909,47358,沖縄県,,島尻郡,北大東村,沖縄県北大東村,0
1910,47359,沖縄県,,島尻郡,伊平屋村,沖縄県伊平屋村,0
1911,47360,沖縄県,,島尻郡,伊是名村,沖縄県伊是名村,0
1912,47361,沖縄県,,島尻郡,久米島町,沖縄県久米島町,0
1913,47362,沖縄県,,島尻郡,八重瀬町,沖縄県八重瀬町,0
1914,47375,沖縄県,,宮古郡,多良間村,沖縄県多良間村,0
1915,47381,沖縄県,,八重山郡,竹富町,沖縄県竹富町,0
1916,47382,沖縄県,,八重山郡,与那国町,沖縄県与那国町,0
1917,47801,沖縄県,,,うるま市・金武町境界部地先の埋立地,沖縄県うるま市・金武町境界部地先の埋立地,0
